LPDT,0,2,1.6775165032272021,6000
LPDT,1,2,1.7623378667974285,6000
LPDT,2,2,1.7625189800322092,6000
LPDT,3,2,1.7363679427712637,6000
LPDT,4,2,1.7791942721291671,6000
LPDT,5,2,1.7124565895961328,6000
LPDT,6,2,1.6148957021685832,6000
LPDT,7,2,1.8004667182118455,6000
LPDT,8,2,1.7161773693682263,6000
LPDT,9,2,1.7632151084401224,6000
LPDT,10,2,1.8426509096222308,6000
LPDT,11,2,1.73653937576208,6000
LPDT,12,2,1.893599031458415,6000
LPDT,13,2,1.8086972248973316,6000
LPDT,14,2,1.7378044818912717,6000
LPDT,15,2,1.779736108154826,6000
LPDT,16,2,1.703495124312894,6000
LPDT,17,2,1.6077042735792024,6000
LPDT,18,2,1.7949471005326174,6000
LPDT,19,2,1.735312511343027,6000
LPDT,0,3,1.5254951330117672,6000
LPDT,1,3,1.617739234143081,6000
LPDT,2,3,1.5473848416487872,6000
LPDT,3,3,1.6008357944994769,6000
LPDT,4,3,1.6289475924940993,6000
LPDT,5,3,1.4982805376128767,6000
LPDT,6,3,1.5194307814051087,6000
LPDT,7,3,1.5072051337865342,6000
LPDT,8,3,1.4573683965760489,6000
LPDT,9,3,1.530725627410287,6000
LPDT,10,3,1.647482532774052,6000
LPDT,11,3,1.5766210649325036,6000
LPDT,12,3,1.5928426600492291,6000
LPDT,13,3,1.509357936515143,6000
LPDT,14,3,1.4521361540127928,6000
LPDT,15,3,1.6203698570953131,6000
LPDT,16,3,1.6117710366800224,6000
LPDT,17,3,1.4418105847966545,6000
LPDT,18,3,1.4918362014630884,6000
LPDT,19,3,1.4977610516739697,6000
LPDT,0,4,1.4052410404220008,6000
LPDT,1,4,1.496040621973134,6000
LPDT,2,4,1.5346698989459395,6000
LPDT,3,4,1.5070153504609753,6000
LPDT,4,4,1.4275329979106555,6000
LPDT,5,4,1.4908876640733781,6000
LPDT,6,4,1.4085248659450351,6000
LPDT,7,4,2.461451865038629,6000
LPDT,8,4,1.8096367220123932,6000
LPDT,9,4,1.790332100313445,6000
LPDT,10,4,2.7005168387601914,6000
LPDT,11,4,1.7511356284958701,6000
LPDT,12,4,1.5816570450508867,6000
LPDT,13,4,1.7047138460426217,6000
LPDT,14,4,1.4452193934753663,6000
LPDT,15,4,1.5590974770694128,6000
LPDT,16,4,1.4516276177805694,6000
LPDT,17,4,1.4367663203273238,6000
LPDT,18,4,1.473984851645871,6000
LPDT,19,4,1.5869643656102446,6000
LPDT,0,5,1.2582640565078032,6000
LPDT,1,5,1.3948397534758947,6000
LPDT,2,5,1.3540901359051039,6000
LPDT,3,5,1.243851587596791,6000
LPDT,4,5,1.3701495083202282,6000
LPDT,5,5,1.34974831448461,6000
LPDT,6,5,1.420313037636742,6000
LPDT,7,5,1.3294863399752994,6000
LPDT,8,5,1.2732985580977143,6000
LPDT,9,5,1.5676608329099784,6000
LPDT,10,5,1.463204164284868,6000
LPDT,11,5,1.4194810091120882,6000
LPDT,12,5,1.587685375523569,6000
LPDT,13,5,1.3793958649499354,6000
LPDT,14,5,1.351928585573537,6000
LPDT,15,5,1.402460043938979,6000
LPDT,16,5,1.4592750933871113,6000
LPDT,17,5,1.4523762597117416,6000
LPDT,18,5,1.3557174486222938,6000
LPDT,19,5,1.402176633132158,6000
LPDT,0,6,1.1681015269619806,6000
LPDT,1,6,1.2535873646904703,6000
LPDT,2,6,1.3416583868170717,6000
LPDT,3,6,1.1571652044953702,6000
LPDT,4,6,1.2403828925156666,6000
LPDT,5,6,1.2376777054336026,6000
LPDT,6,6,1.2281676469974536,6000
LPDT,7,6,1.242025477970697,6000
LPDT,8,6,1.2150670857392132,6000
LPDT,9,6,1.327301354414496,6000
LPDT,10,6,1.3041432228061565,6000
LPDT,11,6,1.207656906205418,6000
LPDT,12,6,1.3722502614810155,6000
LPDT,13,6,1.251086751937883,6000
LPDT,14,6,1.2044470838768597,6000
LPDT,15,6,1.284813501192175,6000
LPDT,16,6,1.2317903827664567,6000
LPDT,17,6,1.292553711364965,6000
LPDT,18,6,1.2531006743574806,6000
LPDT,19,6,1.2675640726730477,6000
LPDT,0,7,1.2063799251077614,6000
LPDT,1,7,1.2200758597228294,6000
LPDT,2,7,1.256740399980772,6000
LPDT,3,7,1.1404810269302539,6000
LPDT,4,7,1.2110887608692074,6000
LPDT,5,7,1.214595824681291,6000
LPDT,6,7,1.1580360052572798,6000
LPDT,7,7,1.2039447926794222,6000
LPDT,8,7,1.1595772207083765,6000
LPDT,9,7,1.3022410782219849,6000
LPDT,10,7,1.2129626154053204,6000
LPDT,11,7,1.1835740017011345,6000
LPDT,12,7,1.3592143814946138,6000
LPDT,13,7,1.2148010507371185,6000
LPDT,14,7,1.1578396960562845,6000
LPDT,15,7,1.2466788475565205,6000
LPDT,16,7,1.203325583445998,6000
LPDT,17,7,1.2329787417034994,6000
LPDT,18,7,1.194092545035584,6000
LPDT,19,7,1.2125929761981191,6000
LPDT,0,8,1.0926224248926077,6000
LPDT,1,8,1.1862298217273597,6000
LPDT,2,8,1.1213329481302585,6000
LPDT,3,8,1.1288901273170724,6000
LPDT,4,8,1.0900912443111965,6000
LPDT,5,8,1.1295918349007597,6000
LPDT,6,8,1.1659635207881167,6000
LPDT,7,8,1.1811692202167356,6000
LPDT,8,8,1.1527426319727865,6000
LPDT,9,8,1.2537890940563172,6000
LPDT,10,8,1.238209641768406,6000
LPDT,11,8,1.1747316221025157,6000
LPDT,12,8,1.1577165591713694,6000
LPDT,13,8,1.1784713012067067,6000
LPDT,14,8,1.0763072676620482,6000
LPDT,15,8,1.2689422812311097,6000
LPDT,16,8,1.12129812031439,6000
LPDT,17,8,1.1365219492339373,6000
LPDT,18,8,1.1532132046234198,6000
LPDT,19,8,1.1314104683078094,6000
LPDT,0,9,1.0787365930771493,6000
LPDT,1,9,1.113599756910483,6000
LPDT,2,9,1.0969352908076002,6000
LPDT,3,9,1.136907172456655,6000
LPDT,4,9,1.0649757051500035,6000
LPDT,5,9,1.1081467158466753,6000
LPDT,6,9,1.054954007961942,6000
LPDT,7,9,1.0929064976465475,6000
LPDT,8,9,1.168123448248105,6000
LPDT,9,9,1.160138089762068,6000
LPDT,10,9,1.1497369348085968,6000
LPDT,11,9,1.1797120112738861,6000
LPDT,12,9,1.1203846195322713,6000
LPDT,13,9,1.1125191340113239,6000
LPDT,14,9,1.0499591220157667,6000
LPDT,15,9,1.1041183130668457,6000
LPDT,16,9,1.115276674636536,6000
LPDT,17,9,1.088516475190584,6000
LPDT,18,9,1.0940403875451539,6000
LPDT,19,9,1.1025374295898176,6000
LPDT,0,10,1.0485516159305766,6000
LPDT,1,10,1.0882943906687566,6000
LPDT,2,10,1.105235904521072,6000
LPDT,3,10,1.0979761998504864,6000
LPDT,4,10,1.0469740958249398,6000
LPDT,5,10,1.0983004513099672,6000
LPDT,6,10,1.0291675599571135,6000
LPDT,7,10,1.0625312672650675,6000
LPDT,8,10,1.1235106677569433,6000
LPDT,9,10,1.1457405356039114,6000
LPDT,10,10,1.1168894037130195,6000
LPDT,11,10,1.151723542272348,6000
LPDT,12,10,1.131840329311406,6000
LPDT,13,10,1.1002444938680114,6000
LPDT,14,10,1.0370091647132758,6000
LPDT,15,10,1.0901896811231895,6000
LPDT,16,10,1.059438383531071,6000
LPDT,17,10,1.098521266646441,6000
LPDT,18,10,1.052796501366481,6000
LPDT,19,10,1.0940721243352787,6000
